ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
WB,Albesa,ALBESA_WB,2026-01-22,2026-01-22 06:42:18,https://www.meteo.cat/observacions/xema/dades?codi=WB&dia=2026-01-22T09:00Z,,94%,0.2 mm,,0.0 MJ/m2,10.4 km/h - 70º 0:25 TU,8.0 °C 0:28 TU,6.6 °C 5:29 TU,7.5 °C
XY,Alcarràs,ALCARRAS_XY,2026-01-22,2026-01-22 06:42:21,https://www.meteo.cat/observacions/xema/dades?codi=XY&dia=2026-01-22T09:00Z,,100%,0.0 mm,,,9.7 km/h - 44º 0:28 TU,8.3 °C 0:07 TU,6.8 °C 5:29 TU,7.6 °C
U7,Aldover,ALDOVER_U7,2026-01-22,2026-01-22 06:42:24,https://www.meteo.cat/observacions/xema/dades?codi=U7&dia=2026-01-22T09:00Z,,79%,2.2 mm,,0.0 MJ/m2,36.4 km/h - 281º 4:19 TU,12.2 °C 4:25 TU,8.2 °C 0:05 TU,10.1 °C
WK,Alfarràs,ALFARRAS_WK,2026-01-22,2026-01-22 06:42:27,https://www.meteo.cat/observacions/xema/dades?codi=WK&dia=2026-01-22T09:00Z,,99%,0.6 mm,,,12.2 km/h - 271º 5:29 TU,8.6 °C 0:19 TU,6.5 °C 5:24 TU,7.5 °C
WG,Algerri,ALGERRI_WG,2026-01-22,2026-01-22 06:42:29,https://www.meteo.cat/observacions/xema/dades?codi=WG&dia=2026-01-22T09:00Z,,97%,0.6 mm,,0.0 MJ/m2,18.4 km/h - 49º 0:16 TU,8.7 °C 0:57 TU,6.3 °C 5:29 TU,7.8 °C
X3,Alguaire,ALGUAIRE_X3,2026-01-22,2026-01-22 06:42:32,https://www.meteo.cat/observacions/xema/dades?codi=X3&dia=2026-01-22T09:00Z,,100%,0.0 mm,995.9 hPa,0.0 MJ/m2,28.4 km/h - 280º 4:45 TU,7.4 °C 1:25 TU,5.2 °C 5:18 TU,6.6 °C
ZB,Alins - Salòria (2.451 m),ALINS___SALORIA_2451_M_ZB,2026-01-22,2026-01-22 06:42:35,https://www.meteo.cat/observacions/xema/dades?codi=ZB&dia=2026-01-22T09:00Z,sense dades,sense dades,sense dades,,sense dades,sense dades sense dades,sense dades sense dades,sense dades sense dades,sense dades
YT,Alt Àneu - Bonabé (1.693 m),ALT_ANEU___BONABE_1693_M_YT,2026-01-22,2026-01-22 06:42:37,https://www.meteo.cat/observacions/xema/dades?codi=YT&dia=2026-01-22T09:00Z,190 cm,98%,2.1 mm,,0.0 MJ/m2,,-0.9 °C 4:35 TU,-1.5 °C 2:42 TU,-1.2 °C
Z1,Alt Àneu - Bonaigua (2.266 m),ALT_ANEU___BONAIGUA_2266_M_Z1,2026-01-22,2026-01-22 06:42:40,https://www.meteo.cat/observacions/xema/dades?codi=Z1&dia=2026-01-22T09:00Z,148 cm,95%,1.3 mm,,0.0 MJ/m2,29.2 km/h - 78º 0:46 TU,-2.1 °C 0:16 TU,-5.0 °C 5:21 TU,-4.0 °C
UU,Amposta,AMPOSTA_UU,2026-01-22,2026-01-22 06:42:42,https://www.meteo.cat/observacions/xema/dades?codi=UU&dia=2026-01-22T09:00Z,,83%,2.0 mm,995.5 hPa,0.0 MJ/m2,50.8 km/h - 302º 5:27 TU,12.2 °C 4:58 TU,8.4 °C 3:22 TU,10.1 °C
XX,Anglesola - Tornabous,ANGLESOLA___TORNABOUS_XX,2026-01-22,2026-01-22 06:42:45,https://www.meteo.cat/observacions/xema/dades?codi=XX&dia=2026-01-22T09:00Z,,99%,0.7 mm,,,14.8 km/h - 236º 5:26 TU,7.9 °C 0:24 TU,7.2 °C 5:29 TU,7.5 °C
DN,Anglès,ANGLES_DN,2026-01-22,2026-01-22 06:42:48,https://www.meteo.cat/observacions/xema/dades?codi=DN&dia=2026-01-22T09:00Z,,77%,0.0 mm,993.7 hPa,-0.1 MJ/m2,28.1 km/h - 245º 0:16 TU,12.4 °C 0:55 TU,7.6 °C 3:51 TU,10.1 °C
Z6,Arres - Sasseuva (2.228 m),ARRES___SASSEUVA_2228_M_Z6,2026-01-22,2026-01-22 06:42:50,https://www.meteo.cat/observacions/xema/dades?codi=Z6&dia=2026-01-22T09:00Z,95 cm,91%,7.4 mm,,0.0 MJ/m2,29.2 km/h - 329º 4:45 TU,-2.2 °C 0:56 TU,-5.1 °C 5:08 TU,-3.8 °C
X6,Artesa de Segre - Baldomar,ARTESA_DE_SEGRE___BALDOMAR_X6,2026-01-22,2026-01-22 06:42:53,https://www.meteo.cat/observacions/xema/dades?codi=X6&dia=2026-01-22T09:00Z,,97%,0.5 mm,,0.0 MJ/m2,9.0 km/h - 219º 5:08 TU,7.5 °C 0:37 TU,6.5 °C 4:06 TU,6.8 °C
WW,Artés,ARTES_WW,2026-01-22,2026-01-22 06:42:55,https://www.meteo.cat/observacions/xema/dades?codi=WW&dia=2026-01-22T09:00Z,,100%,0.3 mm,,,,7.8 °C 0:08 TU,6.5 °C 5:28 TU,7.3 °C
VA,Ascó,ASCO_VA,2026-01-22,2026-01-22 06:42:58,https://www.meteo.cat/observacions/xema/dades?codi=VA&dia=2026-01-22T09:00Z,,94%,1.5 mm,,0.0 MJ/m2,26.6 km/h - 296º 3:58 TU,8.8 °C 1:08 TU,7.5 °C 2:23 TU,8.0 °C
WU,Badalona - Museu,BADALONA___MUSEU_WU,2026-01-22,2026-01-22 06:43:01,https://www.meteo.cat/observacions/xema/dades?codi=WU&dia=2026-01-22T09:00Z,,79%,0.0 mm,995.2 hPa,0.0 MJ/m2,24.8 km/h - 330º 5:24 TU,12.1 °C 0:01 TU,10.9 °C 5:07 TU,11.5 °C
DJ,Banyoles,BANYOLES_DJ,2026-01-22,2026-01-22 06:43:03,https://www.meteo.cat/observacions/xema/dades?codi=DJ&dia=2026-01-22T09:00Z,,72%,0.0 mm,993.8 hPa,0.0 MJ/m2,33.5 km/h - 217º 0:42 TU,11.7 °C 0:38 TU,8.2 °C 3:56 TU,9.9 °C
X4,Barcelona - el Raval,BARCELONA___EL_RAVAL_X4,2026-01-22,2026-01-22 06:43:06,https://www.meteo.cat/observacions/xema/dades?codi=X4&dia=2026-01-22T09:00Z,,78%,0.1 mm,994.3 hPa,0.0 MJ/m2,21.6 km/h - 233º 1:11 TU,12.8 °C 1:08 TU,11.9 °C 4:09 TU,12.4 °C
D5,Barcelona - Observatori Fabra,BARCELONA___OBSERVATORI_FABRA_D5,2026-01-22,2026-01-22 06:43:09,https://www.meteo.cat/observacions/xema/dades?codi=D5&dia=2026-01-22T09:00Z,,92%,0.1 mm,994.4 hPa,0.0 MJ/m2,35.3 km/h - 321º 4:55 TU,9.2 °C 0:57 TU,8.4 °C 5:29 TU,8.8 °C
X8,Barcelona - Zona Universitària,BARCELONA___ZONA_UNIVERSITARIA_X8,2026-01-22,2026-01-22 06:43:12,https://www.meteo.cat/observacions/xema/dades?codi=X8&dia=2026-01-22T09:00Z,,82%,0.0 mm,994.3 hPa,0.0 MJ/m2,37.8 km/h - 334º 5:24 TU,12.3 °C 0:46 TU,10.8 °C 3:20 TU,11.6 °C
YX,Batea,BATEA_YX,2026-01-22,2026-01-22 06:43:14,https://www.meteo.cat/observacions/xema/dades?codi=YX&dia=2026-01-22T09:00Z,,89%,0.9 mm,,0.0 MJ/m2,,7.1 °C 0:40 TU,6.2 °C 5:24 TU,6.6 °C
UF,Begues - Pn del Garraf - el Rascler,BEGUES___PN_DEL_GARRAF___EL_RASCLER_UF,2026-01-22,2026-01-22 06:43:17,https://www.meteo.cat/observacions/xema/dades?codi=UF&dia=2026-01-22T09:00Z,,99%,1.1 mm,,0.0 MJ/m2,29.9 km/h - 324º 5:11 TU,8.3 °C 0:26 TU,6.4 °C 5:27 TU,7.4 °C
VB,Benissanet,BENISSANET_VB,2026-01-22,2026-01-22 06:43:20,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-01-22T09:00Z,,97%,2.1 mm,,0.0 MJ/m2,17.3 km/h - 309º 3:27 TU,9.0 °C 4:56 TU,7.4 °C 3:24 TU,8.2 °C
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-01-22,2026-01-22 06:43:22,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-01-22T09:00Z,,100%,0.0 mm,,0.0 MJ/m2,20.5 km/h - 273º 3:17 TU,3.4 °C 4:08 TU,2.5 °C 4:31 TU,2.9 °C
W8,Blancafort,BLANCAFORT_W8,2026-01-22,2026-01-22 06:43:25,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-01-22T09:00Z,,98%,0.5 mm,,,,7.9 °C 0:00 TU,6.8 °C 5:29 TU,7.5 °C
YS,Cabanes,CABANES_YS,2026-01-22,2026-01-22 06:43:27,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-01-22T09:00Z,,89%,0.0 mm,,0.0 MJ/m2,13.0 km/h - 343º 5:29 TU,10.3 °C 1:40 TU,6.6 °C 4:24 TU,8.3 °C
UP,Cabrils,CABRILS_UP,2026-01-22,2026-01-22 06:43:30,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-01-22T09:00Z,,90%,0.0 mm,994.3 hPa,0.0 MJ/m2,27.0 km/h - 310º 4:17 TU,11.7 °C 5:27 TU,10.6 °C 2:20 TU,11.0 °C
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-01-22,2026-01-22 06:43:32,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-01-22T09:00Z,,100%,0.0 mm,994.4 hPa,0.0 MJ/m2,14.8 km/h - 184º 5:02 TU,9.9 °C 4:38 TU,8.4 °C 5:19 TU,8.9 °C
WX,Camarasa,CAMARASA_WX,2026-01-22,2026-01-22 06:43:35,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-01-22T09:00Z,,100%,0.6 mm,,0.0 MJ/m2,10.4 km/h - 291º 5:05 TU,5.0 °C 1:17 TU,4.4 °C 5:25 TU,4.6 °C
XU,Canyelles,CANYELLES_XU,2026-01-22,2026-01-22 06:43:38,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-01-22T09:00Z,,95%,0.7 mm,,0.0 MJ/m2,19.8 km/h - 342º 5:25 TU,10.3 °C 3:27 TU,8.9 °C 5:21 TU,9.5 °C
MQ,Cardona,CARDONA_MQ,2026-01-22,2026-01-22 06:43:40,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-01-22T09:00Z,,100%,0.1 mm,,,,6.6 °C 0:43 TU,5.6 °C 5:00 TU,6.3 °C
UN,Cassà de la Selva,CASSA_DE_LA_SELVA_UN,2026-01-22,2026-01-22 06:43:43,https://www.meteo.cat/observacions/xema/dades?codi=UN&dia=2026-01-22T09:00Z,,88%,0.0 mm,,0.0 MJ/m2,22.7 km/h - 203º 0:48 TU,10.2 °C 0:01 TU,7.2 °C 4:34 TU,9.2 °C
DO,"Castell D'aro, Platja D'aro i S'agaró - Castell D'aro",CASTELL_DARO_PLATJA_DARO_I_SAGARO___CASTELL_DARO_D,2026-01-22,2026-01-22 06:43:45,https://www.meteo.cat/observacions/xema/dades?codi=DO&dia=2026-01-22T09:00Z,,86%,0.0 mm,994.2 hPa,0.0 MJ/m2,43.9 km/h - 260º 0:26 TU,12.4 °C 1:53 TU,8.2 °C 4:26 TU,11.0 °C
MS,Castellar de N'hug - el Clot del Moro,CASTELLAR_DE_NHUG___EL_CLOT_DEL_MORO_MS,2026-01-22,2026-01-22 06:43:48,https://www.meteo.cat/observacions/xema/dades?codi=MS&dia=2026-01-22T09:00Z,,100%,0.0 mm,,,,2.7 °C 2:59 TU,2.0 °C 4:35 TU,2.4 °C
XC,Castellbisbal,CASTELLBISBAL_XC,2026-01-22,2026-01-22 06:43:50,https://www.meteo.cat/observacions/xema/dades?codi=XC&dia=2026-01-22T09:00Z,,100%,0.0 mm,995.2 hPa,0.0 MJ/m2,18.7 km/h - 349º 3:48 TU,9.7 °C 1:07 TU,8.4 °C 5:00 TU,9.1 °C
U4,Castellnou de Bages,CASTELLNOU_DE_BAGES_U4,2026-01-22,2026-01-22 06:43:53,https://www.meteo.cat/observacions/xema/dades?codi=U4&dia=2026-01-22T09:00Z,,100%,0.0 mm,,0.0 MJ/m2,16.6 km/h - 264º 5:23 TU,6.5 °C 2:47 TU,5.7 °C 4:19 TU,6.1 °C
C6,Castellnou de Seana,CASTELLNOU_DE_SEANA_C6,2026-01-22,2026-01-22 06:43:56,https://www.meteo.cat/observacions/xema/dades?codi=C6&dia=2026-01-22T09:00Z,,96%,0.6 mm,995.5 hPa,0.0 MJ/m2,18.7 km/h - 246º 4:59 TU,7.9 °C 0:05 TU,7.3 °C 4:31 TU,7.4 °C
W1,Castelló D'empúries,CASTELLO_DEMPURIES_W1,2026-01-22,2026-01-22 06:43:59,https://www.meteo.cat/observacions/xema/dades?codi=W1&dia=2026-01-22T09:00Z,,90%,0.0 mm,,,,11.5 °C 1:25 TU,7.6 °C 5:29 TU,9.6 °C
C8,Cervera,CERVERA_C8,2026-01-22,2026-01-22 06:44:01,https://www.meteo.cat/observacions/xema/dades?codi=C8&dia=2026-01-22T09:00Z,,98%,0.2 mm,995.2 hPa,0.0 MJ/m2,27.7 km/h - 265º 5:08 TU,7.4 °C 1:27 TU,5.6 °C 5:22 TU,6.6 °C
VQ,Constantí,CONSTANTI_VQ,2026-01-22,2026-01-22 06:44:04,https://www.meteo.cat/observacions/xema/dades?codi=VQ&dia=2026-01-22T09:00Z,,94%,3.5 mm,994.8 hPa,0.0 MJ/m2,21.6 km/h - 191º 5:05 TU,10.2 °C 5:08 TU,8.4 °C 4:36 TU,9.1 °C
MR,Cornudella de Montsant - Pantà de Siurana,CORNUDELLA_DE_MONTSANT___PANTA_DE_SIURANA_MR,2026-01-22,2026-01-22 06:44:07,https://www.meteo.cat/observacions/xema/dades?codi=MR&dia=2026-01-22T09:00Z,,sense dades,sense dades,,sense dades,sense dades sense dades,sense dades sense dades,sense dades sense dades,sense dades
WZ,Cunit,CUNIT_WZ,2026-01-22,2026-01-22 06:44:09,https://www.meteo.cat/observacions/xema/dades?codi=WZ&dia=2026-01-22T09:00Z,,94%,2.6 mm,994.8 hPa,0.0 MJ/m2,14.0 km/h - 312º 5:02 TU,10.9 °C 0:10 TU,9.1 °C 5:29 TU,10.3 °C
DP,Das - Aeròdrom,DAS___AERODROM_DP,2026-01-22,2026-01-22 06:44:12,https://www.meteo.cat/observacions/xema/dades?codi=DP&dia=2026-01-22T09:00Z,1 cm,95%,0.0 mm,997.1 hPa,0.0 MJ/m2,9.0 km/h - 100º 4:28 TU,2.1 °C 2:16 TU,0.8 °C 5:19 TU,1.5 °C
UQ,Dosrius - Pn Montnegre Corredor,DOSRIUS___PN_MONTNEGRE_CORREDOR_UQ,2026-01-22,2026-01-22 06:44:14,https://www.meteo.cat/observacions/xema/dades?codi=UQ&dia=2026-01-22T09:00Z,,97%,0.0 mm,,0.0 MJ/m2,15.8 km/h - 255º 3:29 TU,8.0 °C 3:50 TU,7.3 °C 1:27 TU,7.6 °C
WJ,El Masroig - el Masroig,EL_MASROIG___EL_MASROIG_WJ,2026-01-22,2026-01-22 06:44:17,https://www.meteo.cat/observacions/xema/dades?codi=WJ&dia=2026-01-22T09:00Z,,95%,1.6 mm,,,14.8 km/h - 270º 5:13 TU,8.7 °C 0:24 TU,7.0 °C 4:26 TU,7.7 °C
UH,El Montmell - el Montmell,EL_MONTMELL___EL_MONTMELL_UH,2026-01-22,2026-01-22 06:44:20,https://www.meteo.cat/observacions/xema/dades?codi=UH&dia=2026-01-22T09:00Z,,95%,0.9 mm,,0.0 MJ/m2,41.0 km/h - 289º 5:02 TU,7.9 °C 0:35 TU,6.5 °C 4:53 TU,7.2 °C
DB,El Perelló - el Perelló,EL_PERELLO___EL_PERELLO_DB,2026-01-22,2026-01-22 06:44:22,https://www.meteo.cat/observacions/xema/dades?codi=DB&dia=2026-01-22T09:00Z,,86%,2.2 mm,995.1 hPa,0.0 MJ/m2,74.9 km/h - 299º 4:46 TU,10.3 °C 4:49 TU,7.8 °C 2:06 TU,8.9 °C
V8,El Poal - el Poal,EL_POAL___EL_POAL_V8,2026-01-22,2026-01-22 06:44:25,https://www.meteo.cat/observacions/xema/dades?codi=V8&dia=2026-01-22T09:00Z,,98%,0.7 mm,,0.0 MJ/m2,19.8 km/h - 238º 5:08 TU,8.0 °C 0:27 TU,7.3 °C 1:42 TU,7.6 °C
CT,El Pont de Suert - el Pont de Suert,EL_PONT_DE_SUERT___EL_PONT_DE_SUERT_CT,2026-01-22,2026-01-22 06:44:27,https://www.meteo.cat/observacions/xema/dades?codi=CT&dia=2026-01-22T09:00Z,,98%,2.0 mm,997.5 hPa,0.0 MJ/m2,7.2 km/h - 324º 1:23 TU,2.5 °C 0:23 TU,1.8 °C 5:28 TU,2.0 °C
XL,El Prat de Llobregat - el Prat de Llobregat,EL_PRAT_DE_LLOBREGAT___EL_PRAT_DE_LLOBREGAT_XL,2026-01-22,2026-01-22 06:44:30,https://www.meteo.cat/observacions/xema/dades?codi=XL&dia=2026-01-22T09:00Z,,98%,0.3 mm,,0.0 MJ/m2,23.8 km/h - 329º 4:58 TU,11.9 °C 0:00 TU,9.6 °C 2:38 TU,10.7 °C
Y7,El Prat de Llobregat - Port de Barcelona - Bocana Sud,EL_PRAT_DE_LLOBREGAT___PORT_DE_BARCELONA___BOCANA_,2026-01-22,2026-01-22 06:44:32,https://www.meteo.cat/observacions/xema/dades?codi=Y7&dia=2026-01-22T09:00Z,,,,,,,,,
YQ,El Prat de Llobregat - Port de Barcelona - Zal Prat,EL_PRAT_DE_LLOBREGAT___PORT_DE_BARCELONA___ZAL_PRA,2026-01-22,2026-01-22 06:44:35,https://www.meteo.cat/observacions/xema/dades?codi=YQ&dia=2026-01-22T09:00Z,,84%,1.2 mm,994.3 hPa,0.0 MJ/m2,22.7 km/h - 315º 5:23 TU,12.8 °C 0:53 TU,10.9 °C 3:27 TU,11.8 °C
D9,El Vendrell - el Vendrell,EL_VENDRELL___EL_VENDRELL_D9,2026-01-22,2026-01-22 06:44:38,https://www.meteo.cat/observacions/xema/dades?codi=D9&dia=2026-01-22T09:00Z,,91%,2.5 mm,994.7 hPa,0.0 MJ/m2,44.3 km/h - 285º 4:39 TU,10.9 °C 3:57 TU,9.4 °C 3:30 TU,10.0 °C
XM,Els Alamús - els Alamús,ELS_ALAMUS___ELS_ALAMUS_XM,2026-01-22,2026-01-22 06:44:40,https://www.meteo.cat/observacions/xema/dades?codi=XM&dia=2026-01-22T09:00Z,,100%,0.0 mm,,,16.9 km/h - 243º 5:29 TU,7.6 °C 0:00 TU,6.6 °C 5:29 TU,7.1 °C
CE,Els Hostalets de Pierola - els Hostalets de Pierola,ELS_HOSTALETS_DE_PIEROLA___ELS_HOSTALETS_DE_PIEROL,2026-01-22,2026-01-22 06:44:43,https://www.meteo.cat/observacions/xema/dades?codi=CE&dia=2026-01-22T09:00Z,,97%,0.0 mm,994.7 hPa,0.0 MJ/m2,26.3 km/h - 304º 4:39 TU,9.3 °C 1:51 TU,8.3 °C 0:40 TU,8.9 °C
VD,Els Plans de Sió - el Canós,ELS_PLANS_DE_SIO___EL_CANOS_VD,2026-01-22,2026-01-22 06:44:46,https://www.meteo.cat/observacions/xema/dades?codi=VD&dia=2026-01-22T09:00Z,,98%,0.4 mm,,0.0 MJ/m2,23.0 km/h - 245º 5:00 TU,7.2 °C 0:07 TU,6.3 °C 5:29 TU,6.9 °C
VZ,Espolla,ESPOLLA_VZ,2026-01-22,2026-01-22 06:44:48,https://www.meteo.cat/observacions/xema/dades?codi=VZ&dia=2026-01-22T09:00Z,,90%,0.0 mm,,,,11.1 °C 5:23 TU,6.5 °C 4:16 TU,8.0 °C
Z7,Espot (2.519 m),ESPOT_2519_M_Z7,2026-01-22,2026-01-22 06:44:51,https://www.meteo.cat/observacions/xema/dades?codi=Z7&dia=2026-01-22T09:00Z,95 cm,94%,2.8 mm,,0.0 MJ/m2,31.3 km/h - 80º 5:10 TU,-3.9 °C 0:02 TU,-6.0 °C 5:29 TU,-5.0 °C
X1,Falset,FALSET_X1,2026-01-22,2026-01-22 06:44:54,https://www.meteo.cat/observacions/xema/dades?codi=X1&dia=2026-01-22T09:00Z,,99%,2.2 mm,996.5 hPa,0.0 MJ/m2,29.9 km/h - 326º 4:57 TU,8.1 °C 0:17 TU,6.7 °C 3:46 TU,7.1 °C
KP,Fogars de la Selva,FOGARS_DE_LA_SELVA_KP,2026-01-22,2026-01-22 06:44:56,https://www.meteo.cat/observacions/xema/dades?codi=KP&dia=2026-01-22T09:00Z,,81%,0.0 mm,,,,12.1 °C 3:38 TU,9.2 °C 5:29 TU,11.1 °C
