ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
U3,Sant Martí Sarroca,SANT_MARTI_SARROCA_U3,2026-02-07,2026-02-07 18:03:09,https://www.meteo.cat/observacions/xema/dades?codi=U3&dia=2026-02-07T09:00Z,,57%,0.0 mm,,12.8 MJ/m2,34.6 km/h - 276º 13:28 TU,14.0 °C 13:10 TU,7.2 °C 0:51 TU,10.6 °C
CI,Sant Pau de Segúries,SANT_PAU_DE_SEGURIES_CI,2026-02-07,2026-02-07 18:03:11,https://www.meteo.cat/observacions/xema/dades?codi=CI&dia=2026-02-07T09:00Z,,80%,0.0 mm,1005.5 hPa,,27.0 km/h - 248º 16:26 TU,10.3 °C 15:00 TU,1.3 °C 7:33 TU,4.9 °C
UK,Sant Pere de Ribes - Pn del Garraf,SANT_PERE_DE_RIBES___PN_DEL_GARRAF_UK,2026-02-07,2026-02-07 18:03:14,https://www.meteo.cat/observacions/xema/dades?codi=UK&dia=2026-02-07T09:00Z,,56%,0.0 mm,,,,16.1 °C 13:28 TU,8.0 °C 1:38 TU,11.4 °C
U2,Sant Pere Pescador,SANT_PERE_PESCADOR_U2,2026-02-07,2026-02-07 18:03:16,https://www.meteo.cat/observacions/xema/dades?codi=U2&dia=2026-02-07T09:00Z,,79%,0.1 mm,1004.1 hPa,11.5 MJ/m2,22.3 km/h - 190º 11:44 TU,16.5 °C 12:41 TU,4.9 °C 5:54 TU,10.6 °C
YO,Sant Sadurní D'anoia,SANT_SADURNI_DANOIA_YO,2026-02-07,2026-02-07 18:03:19,https://www.meteo.cat/observacions/xema/dades?codi=YO&dia=2026-02-07T09:00Z,,58%,0.0 mm,,11.7 MJ/m2,38.5 km/h - 287º 12:29 TU,13.9 °C 14:36 TU,7.9 °C 2:19 TU,11.0 °C
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-02-07,2026-02-07 18:03:21,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-02-07T09:00Z,,64%,0.0 mm,1006.0 hPa,12.0 MJ/m2,43.2 km/h - 277º 12:43 TU,12.9 °C 13:24 TU,5.5 °C 0:14 TU,9.3 °C
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-02-07,2026-02-07 18:03:24,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-02-07T09:00Z,,53%,0.0 mm,,12.5 MJ/m2,39.6 km/h - 258º 12:48 TU,16.5 °C 11:18 TU,8.3 °C 6:50 TU,12.4 °C
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-02-07,2026-02-07 18:03:26,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-02-07T09:00Z,,77%,0.0 mm,,11.9 MJ/m2,58.0 km/h - 276º 12:10 TU,9.8 °C 14:32 TU,3.7 °C 7:24 TU,5.8 °C
XN,Seròs,SEROS_XN,2026-02-07,2026-02-07 18:03:28,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-02-07T09:00Z,,75%,0.1 mm,,11.5 MJ/m2,25.9 km/h - 270º 12:56 TU,15.9 °C 13:27 TU,1.5 °C 7:06 TU,8.6 °C
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-02-07,2026-02-07 18:03:31,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-02-07T09:00Z,57 cm,73%,1.2 mm,,13.7 MJ/m2,43.2 km/h - 302º 17:23 TU,-1.5 °C 17:29 TU,-6.2 °C 9:31 TU,-4.7 °C
XT,Solsona,SOLSONA_XT,2026-02-07,2026-02-07 18:03:33,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-02-07T09:00Z,,79%,0.1 mm,1005.6 hPa,11.3 MJ/m2,49.7 km/h - 281º 13:31 TU,11.3 °C 14:44 TU,2.8 °C 7:24 TU,6.0 °C
XH,Sort,SORT_XH,2026-02-07,2026-02-07 18:03:36,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-02-07T09:00Z,1 cm,85%,0.0 mm,1006.7 hPa,,,10.1 °C 14:34 TU,3.0 °C 5:30 TU,5.5 °C
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-02-07,2026-02-07 18:03:38,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-02-07T09:00Z,,77%,0.0 mm,,,,7.5 °C 13:02 TU,2.1 °C 6:08 TU,4.3 °C
XE,Tarragona - Complex Educatiu,TARRAGONA___COMPLEX_EDUCATIU_XE,2026-02-07,2026-02-07 18:03:41,https://www.meteo.cat/observacions/xema/dades?codi=XE&dia=2026-02-07T09:00Z,,51%,0.0 mm,1006.4 hPa,11.9 MJ/m2,46.4 km/h - 280º 9:13 TU,16.8 °C 13:48 TU,9.5 °C 0:07 TU,13.0 °C
YK,Terrassa,TERRASSA_YK,2026-02-07,2026-02-07 18:03:43,https://www.meteo.cat/observacions/xema/dades?codi=YK&dia=2026-02-07T09:00Z,,66%,0.0 mm,,12.8 MJ/m2,46.1 km/h - 258º 13:11 TU,14.4 °C 13:41 TU,6.3 °C 2:31 TU,9.9 °C
Y6,Tivissa,TIVISSA_Y6,2026-02-07,2026-02-07 18:03:45,https://www.meteo.cat/observacions/xema/dades?codi=Y6&dia=2026-02-07T09:00Z,,66%,0.0 mm,,11.8 MJ/m2,38.5 km/h - 241º 13:31 TU,14.5 °C 12:44 TU,5.2 °C 7:24 TU,9.3 °C
DK,Torredembarra,TORREDEMBARRA_DK,2026-02-07,2026-02-07 18:03:48,https://www.meteo.cat/observacions/xema/dades?codi=DK&dia=2026-02-07T09:00Z,,58%,0.0 mm,1006.1 hPa,12.4 MJ/m2,40.7 km/h - 263º 11:40 TU,16.8 °C 13:35 TU,6.6 °C 6:34 TU,12.2 °C
X7,Torres de Segre,TORRES_DE_SEGRE_X7,2026-02-07,2026-02-07 18:03:50,https://www.meteo.cat/observacions/xema/dades?codi=X7&dia=2026-02-07T09:00Z,,73%,0.1 mm,,10.4 MJ/m2,28.1 km/h - 293º 12:23 TU,13.9 °C 14:18 TU,5.2 °C 5:46 TU,8.9 °C
XZ,Torroella de Fluvià,TORROELLA_DE_FLUVIA_XZ,2026-02-07,2026-02-07 18:03:53,https://www.meteo.cat/observacions/xema/dades?codi=XZ&dia=2026-02-07T09:00Z,,78%,0.2 mm,,,,15.5 °C 12:01 TU,4.9 °C 3:35 TU,10.1 °C
UE,Torroella de Montgrí,TORROELLA_DE_MONTGRI_UE,2026-02-07,2026-02-07 18:03:55,https://www.meteo.cat/observacions/xema/dades?codi=UE&dia=2026-02-07T09:00Z,,75%,0.0 mm,,,,16.1 °C 14:21 TU,4.6 °C 5:41 TU,10.6 °C
WR,Torroja del Priorat,TORROJA_DEL_PRIORAT_WR,2026-02-07,2026-02-07 18:03:57,https://www.meteo.cat/observacions/xema/dades?codi=WR&dia=2026-02-07T09:00Z,,66%,0.0 mm,,11.8 MJ/m2,32.4 km/h - 286º 11:39 TU,15.2 °C 13:27 TU,6.0 °C 2:19 TU,9.7 °C
XQ,Tremp,TREMP_XQ,2026-02-07,2026-02-07 18:04:00,https://www.meteo.cat/observacions/xema/dades?codi=XQ&dia=2026-02-07T09:00Z,,83%,0.1 mm,,11.3 MJ/m2,38.5 km/h - 262º 12:22 TU,12.2 °C 14:54 TU,1.6 °C 6:37 TU,5.9 °C
C7,Tàrrega,TARREGA_C7,2026-02-07,2026-02-07 18:04:02,https://www.meteo.cat/observacions/xema/dades?codi=C7&dia=2026-02-07T09:00Z,,80%,0.1 mm,1006.8 hPa,11.8 MJ/m2,44.3 km/h - 288º 12:00 TU,12.3 °C 14:21 TU,2.1 °C 7:22 TU,7.3 °C
YG,Tírvia,TIRVIA_YG,2026-02-07,2026-02-07 18:04:05,https://www.meteo.cat/observacions/xema/dades?codi=YG&dia=2026-02-07T09:00Z,,82%,0.0 mm,1006.0 hPa,10.2 MJ/m2,24.5 km/h - 267º 14:10 TU,8.7 °C 14:07 TU,2.0 °C 2:04 TU,4.4 °C
UX,Ulldecona - els Valentins,ULLDECONA___ELS_VALENTINS_UX,2026-02-07,2026-02-07 18:04:07,https://www.meteo.cat/observacions/xema/dades?codi=UX&dia=2026-02-07T09:00Z,,51%,0.0 mm,,11.5 MJ/m2,23.4 km/h - 323º 10:14 TU,17.7 °C 12:43 TU,7.9 °C 0:10 TU,12.0 °C
XD,Ulldemolins,ULLDEMOLINS_XD,2026-02-07,2026-02-07 18:04:09,https://www.meteo.cat/observacions/xema/dades?codi=XD&dia=2026-02-07T09:00Z,,70%,0.0 mm,1007.6 hPa,11.4 MJ/m2,51.1 km/h - 289º 11:45 TU,9.5 °C 14:00 TU,3.2 °C 7:09 TU,5.9 °C
D2,Vacarisses,VACARISSES_D2,2026-02-07,2026-02-07 18:04:12,https://www.meteo.cat/observacions/xema/dades?codi=D2&dia=2026-02-07T09:00Z,,66%,0.0 mm,1005.5 hPa,,,13.9 °C 13:27 TU,5.2 °C 1:55 TU,9.4 °C
V1,Vallfogona de Balaguer,VALLFOGONA_DE_BALAGUER_V1,2026-02-07,2026-02-07 18:04:14,https://www.meteo.cat/observacions/xema/dades?codi=V1&dia=2026-02-07T09:00Z,,80%,0.1 mm,,12.1 MJ/m2,35.6 km/h - 269º 10:35 TU,13.2 °C 14:02 TU,3.3 °C 7:25 TU,8.1 °C
D3,Vallirana,VALLIRANA_D3,2026-02-07,2026-02-07 18:04:17,https://www.meteo.cat/observacions/xema/dades?codi=D3&dia=2026-02-07T09:00Z,,55%,0.0 mm,1004.9 hPa,12.7 MJ/m2,47.9 km/h - 321º 6:09 TU,14.7 °C 12:06 TU,9.0 °C 2:30 TU,10.9 °C
XO,Vic,VIC_XO,2026-02-07,2026-02-07 18:04:19,https://www.meteo.cat/observacions/xema/dades?codi=XO&dia=2026-02-07T09:00Z,,70%,0.0 mm,,10.2 MJ/m2,33.1 km/h - 299º 11:45 TU,11.8 °C 13:04 TU,3.8 °C 6:43 TU,7.9 °C
VS,Vielha e Mijaran - Lac Redon (2.247 m),VIELHA_E_MIJARAN___LAC_REDON_2247_M_VS,2026-02-07,2026-02-07 18:04:21,https://www.meteo.cat/observacions/xema/dades?codi=VS&dia=2026-02-07T09:00Z,201 cm,94%,0.2 mm,,6.0 MJ/m2,0.0 km/h - 0º 0:00 TU,-0.1 °C 12:29 TU,-8.9 °C 8:59 TU,-4.2 °C
YN,Vielha e Mijaran - Vielha - Elipòrt,VIELHA_E_MIJARAN___VIELHA___ELIPORT_YN,2026-02-07,2026-02-07 18:04:24,https://www.meteo.cat/observacions/xema/dades?codi=YN&dia=2026-02-07T09:00Z,2 cm,64%,0.0 mm,1004.9 hPa,10.1 MJ/m2,42.1 km/h - 218º 15:54 TU,9.5 °C 11:39 TU,-0.8 °C 3:48 TU,3.9 °C
DQ,Vila-rodona,VILA_RODONA_DQ,2026-02-07,2026-02-07 18:04:26,https://www.meteo.cat/observacions/xema/dades?codi=DQ&dia=2026-02-07T09:00Z,,59%,0.0 mm,1006.7 hPa,11.9 MJ/m2,38.9 km/h - 311º 9:45 TU,13.9 °C 13:28 TU,7.7 °C 2:48 TU,9.9 °C
UG,Viladecans,VILADECANS_UG,2026-02-07,2026-02-07 18:04:29,https://www.meteo.cat/observacions/xema/dades?codi=UG&dia=2026-02-07T09:00Z,,56%,0.0 mm,,10.7 MJ/m2,39.2 km/h - 285º 11:50 TU,15.9 °C 13:28 TU,7.0 °C 0:15 TU,12.4 °C
WS,Viladrau,VILADRAU_WS,2026-02-07,2026-02-07 18:04:31,https://www.meteo.cat/observacions/xema/dades?codi=WS&dia=2026-02-07T09:00Z,,72%,0.0 mm,1004.5 hPa,11.1 MJ/m2,47.2 km/h - 279º 9:30 TU,8.6 °C 13:49 TU,2.1 °C 5:00 TU,5.2 °C
W4,Vilafranca del Penedès - la Granada,VILAFRANCA_DEL_PENEDES___LA_GRANADA_W4,2026-02-07,2026-02-07 18:04:34,https://www.meteo.cat/observacions/xema/dades?codi=W4&dia=2026-02-07T09:00Z,,58%,0.0 mm,,12.7 MJ/m2,49.3 km/h - 310º 12:11 TU,14.2 °C 14:25 TU,6.2 °C 1:34 TU,10.6 °C
CQ,Vilanova de Meià,VILANOVA_DE_MEIA_CQ,2026-02-07,2026-02-07 18:04:36,https://www.meteo.cat/observacions/xema/dades?codi=CQ&dia=2026-02-07T09:00Z,,77%,0.0 mm,1006.5 hPa,,33.1 km/h - 224º 10:52 TU,12.2 °C 14:58 TU,2.1 °C 6:42 TU,6.6 °C
KE,Vilanova de Sau - Pantà de Sau,VILANOVA_DE_SAU___PANTA_DE_SAU_KE,2026-02-07,2026-02-07 18:04:38,https://www.meteo.cat/observacions/xema/dades?codi=KE&dia=2026-02-07T09:00Z,,,,,,,,,
VM,Vilanova de Segrià,VILANOVA_DE_SEGRIA_VM,2026-02-07,2026-02-07 18:04:40,https://www.meteo.cat/observacions/xema/dades?codi=VM&dia=2026-02-07T09:00Z,,78%,0.0 mm,,11.7 MJ/m2,32.8 km/h - 306º 12:31 TU,13.3 °C 14:10 TU,1.7 °C 5:53 TU,7.8 °C
YR,Vilanova i la Geltrú,VILANOVA_I_LA_GELTRU_YR,2026-02-07,2026-02-07 18:04:43,https://www.meteo.cat/observacions/xema/dades?codi=YR&dia=2026-02-07T09:00Z,,57%,0.0 mm,1006.7 hPa,11.8 MJ/m2,38.5 km/h - 274º 11:42 TU,15.9 °C 14:03 TU,5.7 °C 1:43 TU,12.0 °C
D7,Vinebre,VINEBRE_D7,2026-02-07,2026-02-07 18:04:45,https://www.meteo.cat/observacions/xema/dades?codi=D7&dia=2026-02-07T09:00Z,,76%,0.1 mm,1007.9 hPa,11.6 MJ/m2,36.7 km/h - 292º 12:01 TU,16.1 °C 13:51 TU,2.4 °C 7:48 TU,8.9 °C
U6,Vinyols i els Arcs - Cambrils,VINYOLS_I_ELS_ARCS___CAMBRILS_U6,2026-02-07,2026-02-07 18:04:47,https://www.meteo.cat/observacions/xema/dades?codi=U6&dia=2026-02-07T09:00Z,,54%,0.0 mm,,12.1 MJ/m2,39.2 km/h - 308º 11:55 TU,16.7 °C 13:33 TU,7.2 °C 2:20 TU,12.6 °C
H1,Òdena,ODENA_H1,2026-02-07,2026-02-07 18:04:50,https://www.meteo.cat/observacions/xema/dades?codi=H1&dia=2026-02-07T09:00Z,,66%,0.0 mm,1006.1 hPa,11.7 MJ/m2,56.5 km/h - 273º 10:04 TU,12.5 °C 13:58 TU,4.4 °C 2:16 TU,8.8 °C
